source,title,link,published,summary,image_url,image_source,image_is_generic,title_ja
NOS (オランダ),Demonstranten in Ceuta houden hulpgoederen Rode Kruis tegen,https://nos.nl/l/2628565,2026-08-27T20:00:30,"<p>Zo'n tweehonderd demonstranten hebben in de Spaanse exclave Ceuta de weg naar het strand van Trampolín geblokkeerd om een transport van het Rode Kruis tegen te houden. De organisatie kwam voedsel brengen voor de migranten op het strand.</p>
        <p>""Het Rode Kruis is de maffia"", scandeerden inwoners volgens lokale media. De politie begeleidde de vrachtwagens van het Rode Kruis richting het strand, waar de organisatie alsnog voedsel kon uitdelen.</p>
        <p>Toen het Rode Kruis daarmee bezig was, bestormde een groep inwoners het strand en stak vervolgens een deel van het migrantenkamp in brand. Ook rugzakken, handdoeken en andere bezittingen werden vernield, meldt de Spaanse krant El Mundo.</p>
        <h2>Frustratie inwoners</h2>
        <p>De inwoners zijn gefrustreerd over de situatie in hun stad. Eind juli bereikten tienduizenden migranten de Spaanse exclave vanuit Marokko, veelal via zee. Zeker honderd mensen overleefden de overtocht naar Ceuta niet.</p>
        <p>Ceuta heeft ruim 80.000 inwoners en werd overvallen door de enorme instroom van migranten. De meesten van hen keerden in de dagen daarna terug, maar duizenden zwerven nog altijd op straat.</p>
        <p>Al eerder deze maand gingen duizenden inwoners van Ceuta de straat op om onder meer strengere grenscontroles te eisen. Het bestuur van de exclave riep de landelijke overheid op om meer te doen voor de veiligheid van Ceuta.</p>
        <h2>Excuses Spanje</h2>
        <p>Twee dagen geleden bood de overheid excuses aan aan de inwoners van Ceuta. ""Ik wil mijn excuses aanbieden aan iedereen die zich verlaten of niet voldoende verzorgd heeft gevoeld, of zich dat nog steeds voelt,"" zei de Spaanse minister van Defensie.</p>
        <h2>Correspondent Spanje Miral de Bruijne:</h2>
        <p>""Voor de inwoners van Ceuta stapelen de problemen en frustraties zich op. Voor hen voelde de bestorming van de grens als een invasie en sindsdien staat hun leven in het teken van de duizenden migranten die rondzwerven op straat. Sommigen zetten zich in voor de migranten die illegaal de grens over kwamen, anderen eisten vanaf het eerste moment al dat iedereen zo snel mogelijk wordt uitgezet.</p>
        <p>Hoe mensen ook naar de situatie kijken, op dit moment is iedereen het met elkaar eens dat het zo niet verder kan. Hoe langer het duurt, hoe meer geweld en inbraken en hoe meer overlast er ontstaat. De leefbaarheid voor de inwoners en migranten gaat met de dag achteruit. Zo worden er 17 gevallen van seksueel misbruik onderzocht, waarvan alle verdachten en slachtoffers migranten zijn.</p>
        <p>Op 8 september zijn de schoolvakanties voorbij en dan zou het normale leven voor de Spanjaarden weer moeten beginnen. Er zijn scholen als opvanglocatie gebruikt voor minderjarige migranten en die gebouwen worden nu leeggehaald en schoongemaakt. Toch zijn de inwoners bang voor problemen voor hun schoolgaande kinderen.</p>
        <p>De frustratie is niet alleen tegen de migranten gericht, maar ook tegen de politiek. Mensen vinden dat er te langzaam beslissingen worden genomen. Vooral de nationale regering moet het ontgelden.""</p>
        <p>Gisteren vond nog een demonstratie plaats van zo'n 2000 mensen die eindigde voor het gebouw van de delegatie van de centrale regering in Ceuta. Zij riepen leuzen als 'Ceuta is niet te koop' en eisten het aftreden van de regeringsafgevaardigde Miguel Ángel Pérez Triano.</p>
        <p>Vandaag werd de kwestie 'Ceuta' ook besproken in het Spaanse Congres van Afgevaardigden. De radicaal-rechtse partij VOX roemde de inwoners van Ceuta en sprak steun uit voor hun acties, die ze bestempelde als ""voorbeeldig"".</p>
        <p>De minister van Territoriaal Beleid noemde het standpunt ""onverstandig, roekeloos en een leugen"". Hij riep op om al het geweld af te wijzen, tegen zowel inwoners van Ceuta als migranten, vrijwilligers van het Rode Kruis en journalisten.</p>
        <h2>Meisjes naar vasteland</h2>
        <p>Vorige week maakten de Spaanse autoriteiten bekend met spoed 500 meisjes te gaan overbrengen naar het Spaanse vasteland. Desondanks lopen er nog altijd veel minderjarige migranten rond in Ceuta.</p>
        <p>Ook de nieuwe opvangplekken die zijn ingericht zijn niet voldoende om iedereen op te vangen, wat de problemen extra urgent maakt.</p>
        <p>Volgende week donderdag zal de Spaanse premier Sánchez in het Congres verschijnen om in gesprek te gaan over zijn aanpak van de migrantencrisis in Ceuta. Een dag eerder staan er om 20.00 uur 's avonds in het hele land demonstraties gepland om steun uit te spreken voor de inwoners van Ceuta.</p>",https://images.cdn.nos.nl/1/7/W/Q/1/3/kKCSztGB4vNMJWrwbdxavR5omzt61gZtVjCxEea/1x95x1504x846-1024x576.webp,RSS,False,セウタのデモ隊が赤十字の援助物資を阻止
El País,Las banderas independentistas toman el Camp Nou tras el llamamiento de Joan Laporta,https://elpais.com/deportes/futbol/2026-08-27/las-banderas-independentistas-toman-el-camp-nou.html,2026-08-27T19:58:18,La protesta por la agresión a un seguidor barcelonista en Elche hace protagonista a la estelada en el feudo azulgrana,https://imagenes.elpais.com/resizer/v2/EYL3D5J7Q5KZNJ2XC2SQSHNAOU.jpg?auth=e6019c6b44461d5f3f66702e9044f8023aa421e7f9508cb66e38611230745055,RSS,False,ジョアン・ラポルタの呼びかけにより、カンプ・ノウに独立旗が掲げられる
RTBF (ベルギー),"Jeudi en Prime : ""c’était inévitable que l’enseignement fasse sa part"", estime Elisabeth Degryse, à la tête de la Fédération Wallonie-Bruxelles",https://www.rtbf.be/article/jeudi-en-prime-c-etait-inevitable-que-l-enseignement-fasse-sa-part-estime-elisabeth-degryse-a-la-tete-de-la-federation-wallonie-bruxelles-11776305,2026-08-27T19:53:33,"C’était l’une des images de cette rentrée scolaire : quatre écoles en grève en région liégeoise, les enseignants...",https://static-content.rtbf.be/article/image/770x433/6/6/e/d42d54336b59618d1e116e28cc0f4e65.jpg,RSS,False,木曜日プライム：「教育がその役割を果たすことは避けられなかった」とワロン・ブリュッセル連盟会長エリザベート・デグリセ氏は信じる
NOS (オランダ),Belangrijke weersatelliet met ogen op Europa de ruimte in,https://nos.nl/l/2628562,2026-08-27T19:52:12,"<p>De kans op hevige regenbuien en onweer neemt toe naarmate de aarde verder opwarmt. Om dat goed in de gaten te houden, lanceerde de Europese organisatie EUMETSAT vanavond opnieuw een belangrijke weersatelliet.</p>
        <p>De satelliet is de tweede van deze generatie, de eerste werd gelanceerd in <a href=""https://nos.nl/artikel/2456267-nieuwe-generatie-weer-en-klimaatsatellieten-gelanceerd"">december 2022</a>. Hij hangt straks op 36.000 kilometer hoogte boven de evenaar. Daar draait hij met de aarde mee en houdt hij onder meer wolken, noodweer, waterdamp, stof en rook boven Europa en Afrika in de gaten.</p>
        <h2>Ogen van Europa</h2>
        <p>Het is een flinke jongen, zegt onderzoeker Jos de Laat van het KNMI. ""Hij heeft het formaat van een kleine bestelbus."" De nieuwe satelliet kan elke 2,5 minuut opnames naar de aarde sturen, waardoor de berekeningen van het weer nog accurater worden.</p>
        <p>""Het zijn de ogen op Europa."" De resolutie van de beelden is beter en de satelliet is een belangrijke back-up voor als de andere kapotgaat.</p>
        <p>Ook onweer wordt sneller gesignaleerd. Zo gaat informatie over bliksem nu eerder naar meteorologen. ""Daarmee kunnen we mensen eerder waarschuwen dat er gevaarlijk weer op komst is"", zegt De Laat.</p>
        <h2>Bliksemflitsen</h2>
        <p>""Onweer begint in de wolk"", legt Michiel Severin van weerdienst Infoplaza uit. ""99 procent van de ontladingen zijn vooral in de wolken."" Onweer werd eerder vooral gesignaleerd met metingen op de grond. Met deze generatie satellieten kan het KNMI het onweer dus al zien aankomen in de wolk.</p>
        <p><em>De satelliet die eind 2022 is gelanceerd legde bijvoorbeeld deze bliksemflitsen vast tijdens de zware onweersbuien op 27 juni (2026). De lichtpuntjes zijn de bliksemontladingen.</em></p>
        <p>Infoplaza levert deze weerdata aan allerlei bedrijven, bijvoorbeeld het Circuit Zandvoort en de Efteling. ""Ook hier is het dus belangrijk dat we eerder kunnen waarschuwen"", zegt Severin.</p>
        <p>Met de attractie Gondoletta in de Efteling zijn bezoekers zeker 20 minuten op het water. ""We moeten dus 30 minuten van tevoren waarschuwen als het gaat onweren"", zegt Severin. ""Want dan kan de Efteling ervoor zorgen dat er niemand op het water zit als het noodweer begint.""</p>
        <p>Op Schiphol is informatie over het weer belangrijk om files in de lucht te voorkomen, zegt meteoroloog Christian Wentink van het KNMI. Hij houdt het weer specifiek voor de luchthaven in de gaten. ""Schiphol wil de landingsbanen zo optimaal mogelijk gebruiken.""</p>
        <h2>De ruimte in</h2>
        <p>Op termijn kunnen deze satellieten ook klimaatmodellen verbeteren, doordat ze veel meer informatie opslaan. ""Maar we moeten wel zo'n 20 jaar wachten tot de reeks lang genoeg is en we daar conclusies uit kunnen trekken"", zegt De Laat van het KNMI.</p>
        <p>De lancering van de satelliet vond plaats in Frans-Guyana, aan de noordkust van Zuid-Amerika. Wel duurt het nog even voordat de satelliet echt werkt. ""De planning is dat over een half jaar gegevens beschikbaar komen"", zegt De Laat van het KNMI.</p>
        <p>Een van de satellieten uit de vorige generatie blijft voorlopig beschikbaar als extra vangnet voor als andere satellieten niet werken.</p>
        <p>""Op een gegeven moment is zo'n satelliet gewoon klaar."" Dan wordt de satelliet hoger geplaatst naar de zogenoemde <em>graveyard orbit</em>, zegt De Laat. Satellieten in die kerkhofbaan hebben hun taak volbracht.</p>",https://images.cdn.nos.nl/1/F/b/m/S/B/hhVctnHtjJ5w9GofztXpQdfyEZCC5MafPTgGdTo/60x44x848x477-848x477.webp,RSS,False,宇宙へのヨーロッパを見据えた重要な気象衛星
RTBF (ベルギー),"Ne dites plus ""lac Ontario"" mais ""lac America"" : Donald Trump change son nom par décret présidentiel",https://www.rtbf.be/article/ne-dites-plus-lac-ontario-mais-lac-america-donald-trump-change-son-nom-par-decret-presidentiel-11776320,2026-08-27T19:41:43,"Pour l’occasion, une carte avait été installée dans le Bureau Ovale, sur laquelle cette étendue, l’un des Grands...",https://static-content.rtbf.be/article/image/770x433/2/0/5/60ec38ba809ad904ed0c989cfc2bfcf3.jpg,RSS,False,もはや「オンタリオ湖」ではなく「アメリカ湖」と言う：ドナルド・トランプ大統領令で名前を変更
Le Monde,"Marine Le Pen maintient le retour à la retraite à 62 ans, en rupture avec la ligne de Jordan Bardella",https://www.lemonde.fr/politique/article/2026/08/27/marine-le-pen-maintient-le-retour-a-la-retraite-a-62-ans-en-rupture-avec-la-ligne-de-jordan-bardella_6758537_823448.html,2026-08-27T19:30:09,"La candidate du Rassemblement national a officialisé jeudi 27 août, lors du débat avec les candidats putatifs à la présidentielle organisé par le Medef, son souhait de conserver l’un de ses derniers marqueurs « sociaux », la retraite à 62 ans, voire 60 ans. Elle prévoit d’y ajouter une incitation pour les salariés les plus âgés à continuer de travailler, via une suppression des cotisations retraite et chômage.",https://img.lemde.fr/2026/08/27/525/385/5260/2630/644/322/60/0/4b08889_upload-1-xaecitrtx8su-cbi1332152.jpg,RSS,False,マリーヌ・ルペン氏、62歳で引退への復帰を維持、ジョーダン・バルデラ氏の路線を破る
The Guardian (Europe),Russia says UK ‘playing with fire’ amid reports CIA chief has warned Kremlin not to attack Nato,https://www.theguardian.com/world/2026/aug/27/britain-ukraine-war-russia,2026-08-27T19:26:01,"<p>Moscow threatens retaliation after Andy Burnham says UK will help Ukraine start producing long-range missiles</p><p>Russia has said it could retaliate against the UK for its support of Kyiv by striking military targets inside and outside Ukraine, amid reports that the director of the CIA warned the Kremlin against attacking Nato during a secretive visit this week.</p><p>Andy Burnham, Britain’s prime minister, said on Monday the UK would <a href=""https://www.theguardian.com/politics/2026/aug/24/andy-burnham-ukraine-long-range-missile-technology-kyiv-visit"">allow Kyiv access to classified technology</a> to start ⁠its own production of Storm Shadow ​long-range ​cruise missiles. France has also agreed to supply missile technology. Maria ⁠Zakharova, Russia’s foreign ministry spokesperson, said on Thursday Britain and France were “playing ⁠with ​fire”.</p> <a href=""https://www.theguardian.com/world/2026/aug/27/britain-ukraine-war-russia"">Continue reading...</a>",https://i.guim.co.uk/img/media/bd3530da9983b46f1c0d461c1e4b74c1c29e9a8a/327_0_2853_2282/master/2853.jpg?width=140&quality=85&auto=format&fit=max&s=0f605f27f09505286c40eff39ee94ffd,RSS,False,CIA長官がクレムリンに対しNATOを攻撃しないよう警告したとの報道を受け、ロシアはイギリスが「火遊び」をしていると発言
Le Monde,"Donald Trump, en plein bras de fer avec le Canada, signe un décret changeant le nom du lac Ontario en « lac d’Amérique »",https://www.lemonde.fr/international/article/2026/08/27/donald-trump-en-plein-bras-de-fer-avec-le-canada-signe-un-decret-changeant-le-nom-du-lac-ontario-en-lac-d-amerique_6758536_3210.html,2026-08-27T19:19:51,"Le président américain, engagé dans une confrontation commerciale avec le Canada sur les droits de douane, a également évoqué la possibilité de renommer les océans Atlantique et Pacifique.",https://img.lemde.fr/2026/08/27/0/0/4535/2267/644/322/60/0/2df35b0_ftp-1-y3rqszw0jwgr-2026-08-27t175305z-46341437-rc257nas5839-rtrmadp-3-usa-trump.JPG,RSS,False,カナダとの対立のさなか、ドナルド・トランプ氏がオンタリオ湖の名前を「アメリカ湖」に変更する大統領令に署名
El País,Torres se compromete a “acortar los plazos” para recuperar la normalidad en Ceuta,https://elpais.com/espana/2026-08-27/torres-se-compromete-a-tratar-de-acortar-los-plazos-para-recuperar-la-normalidad-en-ceuta.html,2026-08-27T19:18:39,El ministro de Política Territorial lanza un mensaje “urgente” contra la violencia en medio de la tensión al alza en la ciudad autónoma,https://imagenes.elpais.com/resizer/v2/N4YWH2HOTBANFHZM7ZKUEPXACM.JPG?auth=f97617b8cd20012cdfc43fa7e1f04bc9c9376ef9ca0958bc249b62ee09bd58ff,RSS,False,トーレス氏、セウタの正常化に向けて「期限短縮」を約束
FRANCE 24,French presidential candidates clash at first debate before upcoming elections,https://www.france24.com/en/france/20260827-french-presidential-candidates-clash-at-first-debate-before-upcoming-elections,2026-08-27T19:12:55,"Seven of France's leading candidates locked horns on Thursday in their first debate, eight months ahead of an increasingly tight and crowded election to succeed President Emmanuel Macron. The debate comes less than eight months ahead of the 2027 election to choose France's new leader, with centrist incumbent Macron having served the maximum two consecutive terms.",https://s.france24.com/media/display/33573c54-a23b-11f1-a340-005056a97e36/w:1024/p:16x9/000-C6NA2XX.jpg,RSS,False,フランス大統領候補者、次期選挙前の最初の討論会で激突
NOS (オランダ),Russische militair gedood door autobom in Sint-Petersburg,https://nos.nl/l/2628559,2026-08-27T19:12:48,"<p>Een Russische militair is gedood door een bom die<strong> </strong>onder<strong> </strong>zijn auto was geplaatst. Dat melden Russische functionarissen. De auto explodeerde in een wijk in Sint-Petersburg waar militairen wonen.</p>
        <p>De militair was niet de enige die in de auto zat. Zijn vrouw raakte zwaargewond en is in het ziekenhuis opgenomen.</p>
        <p>Over de identiteit van de militair is verder niets bekendgemaakt door de Russische autoriteiten. De Russische nieuwssite Fontanka meldt dat het gaat om een luitenant-kolonel die bij de luchtmacht zat. Het Russische Openbaar Ministerie zegt een strafzaak te hebben geopend.</p>
        <h2>Reeks aanslagen</h2>
        <p>De aanslag op de militair is de zoveelste in een reeks aanslagen. Eerder deze maand raakte een Russische droneproducent <a href=""https://nos.nl/artikel/2625653-russische-droneproducent-zwaargewond-door-explosie-auto-bij-jekaterinenburg"">zwaargewond</a> toen zijn auto explodeerde in Jekaterinenburg.</p>
        <p>Een aantal dagen daarvoor vielen er meerdere doden bij een aanslag op een restaurant in Moskou, waar vermoedelijk onder meer de Russische luchtmachtcommandant Tsjajko aanwezig was. Hij overleefde de aanslag.</p>
        <p>Twee weken geleden kwam een officier van het Russische leger om door een bomexplosie op <a href=""https://nos.nl/artikel/2626713-russische-militair-omgekomen-bij-bomaanslag-diende-eerder-in-oekraiense-leger"">de Krim</a>.</p>
        <h2>Oekraïense betrokkenheid</h2>
        <p>Sinds de grootschalige invasie van Rusland in Oekraïne zijn er meerdere aanslagen gepleegd waarbij hooggeplaatste Russische militairen zijn gedood. In enkele gevallen heeft Oekraïne de aanslag opgeëist.</p>
        <p>In andere gevallen heeft Oekraïne ontkend betrokken te zijn geweest.</p>",https://images.cdn.nos.nl/8/D/t/X/d/M/QSS8ZwrCz39Cs4fxzsH7BuHngotiKUEK6DS1NaZ/165x118x3200x1800-1024x576.webp,RSS,False,サンクトペテルブルクで自動車爆弾でロシア兵士死亡
El País,EL PAÍS accede en exclusiva a ‘GTA VI’ de la mano de sus creadores: primeras impresiones del videojuego más esperado de la historia,https://elpais.com/cultura/2026-08-27/el-pais-accede-en-exclusiva-a-gta-vi-de-la-mano-de-sus-creadores-primeras-impresiones-del-videojuego-mas-esperado-de-la-historia.html,2026-08-27T19:00:00,"Entramos en la cocina de Rockstar, la compañía detrás de la saga más famosa de la industria, para ver el juego. “Espero que cumplamos las expectativas”, afirma Rob Nelson, codirector del estudio",https://imagenes.elpais.com/resizer/v2/I6L2KIQL6VFK5CQCJMUS7WFW7E.jpg?auth=9493508ae220a285a0150ef67d424ab5504f0a2c672b6f7cc4464c3e2fa2141a,RSS,False,EL PAÍS は、クリエイターの手による「GTA VI」に独占的にアクセスできます: 史上最も期待されていたビデオ ゲームの第一印象
El País,Así es el tercer adelanto de ‘GTA VI’: un tráiler de pago pensado para romper internet,https://elpais.com/television/2026-08-27/asi-es-el-tercer-adelanto-de-gta-vi-un-trailer-de-pago-pensado-para-romper-internet.html,2026-08-27T19:00:00,El vídeo del nuevo ‘Grand Theft Auto’ se estrena primero en Netflix y horas después pasará a YouTube,https://imagenes.elpais.com/resizer/v2/4V5BPZI5IRDFVFFOCRH6NXWQJM.tif?auth=78c6d2284e81d0064e8f8c9c2f86318f8712b7ff86372a549b2d6ab1b8a90d2f,RSS,False,これは「GTA VI」の 3 番目のプレビューです: インターネットを破壊するように設計された有料トレーラー
El País,He visto una hora de ‘GTA VI’: los ases en la manga de Rockstar Games,https://elpais.com/videos/2026-08-27/he-visto-una-hora-de-gta-vi-los-ases-en-la-manga-de-rockstar-games.html,2026-08-27T19:00:00,EL PAÍS ha tenido acceso a una sesión de una hora del videojuego ‘Grand Theft Auto VI’ en las oficinas de Rockstar North en la que ha podido comprobar las infinitas posibilidades que ofrece,https://imagenes.elpais.com/resizer/v2/KNUJUTOIBFBHLKJ4646SCN2SQY.jpg?auth=75175fa5efbbbba35b289c0c674fe3327ba43a6ce689351fd4edc3629d65929c,RSS,False,「GTA VI」を 1 時間見てきました: Rockstar Games のエースの活躍
NOS (オランダ),Gemeente en politie kritisch op 'handhaafactie' van Defend-groep op kermis Den Bosch,https://nos.nl/l/2628557,2026-08-27T18:55:31,"<p>De gemeente en de politie zijn kritisch op een ""intimiderende"" actie van leden van Defend United op de kermis in Den Bosch. Volgens de club was er overlast door een groep jongeren. De politie en de gemeente vinden het ""onacceptabel"" dat de groep zich actief bemoeide met die vermeende problemen. Volgens de politie werd de situatie op de kermis daardoor juist gevaarlijk.</p>
        <p>Defend United werd opgericht nadat een grote groep Syrische jongeren vorig jaar wekenlang <a href=""https://www.omroepbrabant.nl/nieuws/4742103/grimmige-sfeer-op-kermis-voetbalfans-en-jongeren-staan-tegenover-elkaar"">overlast</a> had veroorzaakt in Den Bosch. Inmiddels heeft de beweging <a href=""https://nos.nl/artikel/2606585-tientallen-extreemrechtse-defend-groepen-opgericht-steeds-groter-en-zichtbaarder"">tientallen groepen</a> verspreid door het hele land. Ze protesteren onder meer tegen de komst van asielzoekerscentra.</p>
        <p>Volgens Defend Den Bosch was er gisteren sprake van problemen op de kermis in het centrum van de stad. Een groep jongeren, volgens Defend zo'n tien Syrische jongeren, zou onder meer meisjes hebben lastiggevallen bij de botsauto's. Leden van Defend hebben de jongeren toen naar eigen zeggen ""aangesproken en verzocht hiermee te stoppen"". Volgens de gemeente veroorzaakten de jongeren geen problemen.</p>
        <h2>Jongeren weggehaald</h2>
        <p>Volgens de politie werd de situatie voor de jongeren gevaarlijk. ""Om verdere escalatie te voorkomen, heeft de politie besloten de jongeren uit de binnenstad te begeleiden. Dit besluit is uitsluitend genomen in het belang van hun veiligheid"", laten de politie en de gemeente in een gezamenlijke reactie weten aan <a href=""https://www.omroepbrabant.nl/nieuws/6024826/politie-en-gemeente-noemen-optreden-defend-den-bosch-op-kermis-onacceptabel"">Omroep Brabant</a>. Defend zegt dat juist de jongeren de confrontatie zochten.</p>
        <p>Een woordvoerder van de politie kan niet zeggen of er een dag later alsnog meldingen van overlast of intimidatie door de jongeren zijn binnengekomen. De gemeente en politie benadrukken dat Defend op geen enkele manier een rol heeft gespeeld bij het handhaven van de openbare orde. ""De indruk dat politie, handhaving en beveiliging de acties van Defend zouden hebben ondersteund, is volstrekt onjuist.""</p>
        <p>Burgemeester Jack Mikkers van Den Bosch zegt: ""Incidenten waarbij de wet wordt overtreden praten we niet goed. Tegelijkertijd moeten we ervoor waken dat mensen voor eigen rechter gaan spelen.""</p>",https://images.cdn.nos.nl/6/8/u/W/Z/D/prNsBNQjaN7hERQiQiwBN7BVMBsnUmA98t4u6cr/0x0x768x432-768x432.webp,RSS,False,自治体と警察、デンボッシュ見本市でのディフェンドグループによる「強制執行」を批判
El País,"Un testigo de la devastación en Nepal y Tíbet: “No se puede ver nada, está todo cubierto de lodo”",https://elpais.com/internacional/2026-08-27/un-testigo-de-la-devastacion-en-nepal-y-tibet-no-se-puede-ver-nada-esta-todo-cubierto-de-lodo.html,2026-08-27T18:47:30,"Anil Adhikari, propietario de una agencia de turismo, se desplazó a las zonas inundadas para buscar supervivientes. Los equipos de rescate siguen sin poder acceder a las regiones más devastadas",https://imagenes.elpais.com/resizer/v2/UYTGQDICLRDABPSNALSA3LXIGA.jpg?auth=1fd6995057bc8f2e5586ad19059b4125946d5414602503f1c530c422baf4fa3c,RSS,False,ネパールとチベットの惨状の目撃者「何も見えない、すべてが泥に覆われている」
El País,Las jubilaciones y el poder adquisitivo centran el inicio de la precampaña electoral de Francia,https://elpais.com/internacional/2026-08-27/la-precampana-electoral-de-francia-arranca-en-roland-garros-con-siete-candidatos.html,2026-08-27T18:39:11,"Los principales aspirantes presidenciales, con un Attal especialmente aplaudido, responden a preguntas de empresarios y empiezan a mostrar sus fortalezas y debilidades a ocho meses de las elecciones",https://imagenes.elpais.com/resizer/v2/KILWTRG6DFNKFKR7UG3S2JHAR4.jpg?auth=4c8f227fb3a6350a959fe49705be1e65b2699e813e53a243775ac05244769883,RSS,False,退職金と購買力がフランスの選挙前キャンペーンの始まりに焦点を当てる
RTBF (ベルギー),Grève sur le réseau Letec : deux jours de perturbations et un dialogue social tendu,https://www.rtbf.be/article/greve-sur-le-reseau-letec-deux-jours-de-perturbations-et-un-dialogue-social-tendu-11776073,2026-08-27T18:11:42,"Partout en Wallonie, les lignes sont perturbées. À Charleroi, bus, trams et métros sont quasiment tous à l’arrêt. À...",https://static-content.rtbf.be/article/image/770x433/f/7/2/bace4d0f4173518aa48fad763d7b3df8.jpg,RSS,False,Letec ネットワークのストライキ: 2 日間にわたる混乱と緊迫した社会対話
El País,El Pacífico registra ‘El Niño’ más intenso en el último milenio debido al cambio climático: “Estamos contra el reloj”,https://elpais.com/clima-y-medio-ambiente/2026-08-27/el-pacifico-registra-el-nino-mas-intenso-en-el-ultimo-milenio-debido-al-cambio-climatico-estamos-contra-el-reloj.html,2026-08-27T18:00:34,"Una investigación basada en los corales de Galápagos demuestra que es un 36,5% más fuerte que durante el periodo preindustrial, una cifra que va de la mano con el incremento de la temperatura global",https://imagenes.elpais.com/resizer/v2/TQAVU663HJE6JIGAGO5W7NDFC4.jpg?auth=a1df350508df6c37351313cc619093b52a92b3881b65b916467ac747a241cbaf,RSS,False,太平洋、気候変動の影響で過去1000年で最も激しい「エルニーニョ」を記録：「我々は時間と逆行している」
Le Monde,"Kader Attia, plasticien : « Il faut tout faire pour entrer en immersion dans la culture de l’autre »",https://www.lemonde.fr/series-d-ete/article/2026/08/27/kader-attia-plasticien-il-faut-tout-faire-pour-entrer-en-immersion-dans-la-culture-de-l-autre_6758501_3451060.html,2026-08-27T18:00:12,"« Artistes à l’œuvre » (5/6). Le créateur français d’origine algérienne exprime, dans un entretien au « Monde », son attachement profond aux différentes cultures et, plus généralement, à l’« altérité ».",https://img.lemde.fr/2026/07/30/2004/0/4016/2008/644/322/60/0/c19f9e0_upload-1-lrua9s8wacfn-kaderattia013.jpg,RSS,False,カデル・アティア、ビジュアルアーティスト：「他人の文化に浸るためにはあらゆることをしなければなりません」
Le Monde,Les ambitions contrariées d’Israël pour renverser le régime iranien,https://www.lemonde.fr/international/article/2026/08/27/les-ambitions-contrariees-d-israel-pour-renverser-le-regime-iranien_6758500_3210.html,2026-08-27T18:00:08,"Le gouvernement de Benyamin Nétanyahou pensait profiter de la guerre déclenchée de concert avec les Etats-Unis, le 28 février, pour faire chuter la République islamique. Mais les plans prévus par le Mossad pour faire intervenir les groupes d’opposition kurdes et l’ancien président iranien Mahmoud Ahmadinejad ont échoué.",https://img.lemde.fr/2026/08/24/823/0/7136/3568/644/322/60/0/af01f78_ftp-1-nq5ipgonk2f7-5910330-01-06.jpg,RSS,False,イラン政権打倒というイスラエルの野望を阻止
FRANCE 24,Red Cross mobilises in Nepal following natural disaster: 'Entire villages & communities washed out',https://www.france24.com/en/red-cross-mobilises-in-nepal-following-natural-disaster-entire-villages-communities-washed-out,2026-08-27T17:53:51,"François Picard is pleased to welcome Tommaso Della Longa, Spokesperson for the International Federation of Red Cross and Red Crescent Societies. The immediate challenge in Nepal is not only the scale of destruction, explains Della Longa, but the difficulty of reaching communities whose roads, bridges and communications have been swept away. Their priority remains search and rescue and the delivery of life-saving assistance, even as they begin preparing for longer-term recovery. Yet this is also a deeply human crisis for first responders: local Red Cross volunteers are supporting their own communities while some have themselves lost homes or relatives.",https://s.france24.com/media/display/7ff22d14-a23e-11f1-ab89-005056a97e36/w:1024/p:16x9/EN-20260827-170055-170928-CS.jpg,RSS,False,自然災害を受けてネパールで赤十字が出動：「村とコミュニティ全体が流失」
El País,El juicio a la mujer que mató a sus tres hijos concluye con un alegato de la defensa a favor de su absolución: “Perdió la razón”,https://elpais.com/sociedad/2026-08-27/el-juicio-a-la-mujer-que-mato-a-sus-tres-hijos-concluye-con-un-alegato-de-la-defensa-a-favor-de-su-absolucion-perdio-la-razon.html,2026-08-27T17:49:40,"La Fiscalía reclama cadena perpetua para Lindsay Clancy por unos actos que, considera, muestran “premeditación deliberada y extrema crueldad”",https://imagenes.elpais.com/resizer/v2/OPHVQTR7L5PHTJT4GZRH2V5LSI.jpg?auth=1be9aa4ff704cc8799a93e3164bbf1781c7a8e4ebeba078b1fd9fee484df1b3a,RSS,False,3人の子供を殺害した女性の裁判は、「彼女は正気を失った」という無罪を支持する弁護側弁論で終わる。
FRANCE 24,"Why Trump wants H-1B skilled worker visas to cost employers more than $100,000",https://www.france24.com/en/americas/20260827-why-trump-wants-h-1b-skilled-worker-visas-to-cost-employers-more-than-100-000,2026-08-27T17:24:55,"US President Donald Trump is once again trying to impose a $100,000 fee on employers seeking to hire skilled temporary foreign workers through the H-1B visa programme. But while tech titans like Elon Musk have long championed the programme as a crucial way of drawing top global talent to Silicon Valley, critics on both left and right say the scheme is largely used to replace skilled US-born workers with cheaper – and more easily controlled – foreign guest workers.",https://s.france24.com/media/display/dae37bd4-a22e-11f1-b32d-005056a90284/w:1024/p:16x9/AP17108734234193.jpg,RSS,False,トランプ大統領がH-1B熟練労働者ビザで雇用主に10万ドル以上の費用を課すことを望んでいる理由
